,@timestamp,id_str,preds_label,created_at,text,place,user,retweet_count
10,2021-05-15T15:55:09.911+0000,1393595705697083392,request,Sat May 15 15:54:42 +0000 2021,RT @TheGufranKhan: Need ventilator ICU in Bangalore. The person is specifically abled. Please help @srinivasiyc @srivatsayb @nalapad @Raksh…,"{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'aamir_buddy', 'followers_count': '24', 'name': 'Aamir Khan #LSC', 'location': 'India'}",0
11,2021-05-15T15:59:34.309+0000,1393596907507777536,clothing,Sat May 15 15:59:29 +0000 2021,"RT @MithunM08966161: #phonepesupport phonepe customer care helpline number O7001928823/ All upi money Send money home, recharge mobile, sho…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'Mithles37611544', 'followers_count': '0', 'name': 'Mithlesh', 'location': None}",0
12,2021-05-15T15:55:52.165+0000,1393595975621509122,floods,Sat May 15 15:55:47 +0000 2021,@BorderFreeLove @Green2000000 Modi is the greatest PM of all times and it's not easy to win the elections 2nd time… https://t.co/agXMEtqNtR,"{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'Nerdfighter_Ani', 'followers_count': '33', 'name': 'Anish Dewani', 'location': None}",0
13,2021-05-15T15:55:26.437+0000,1393595867895009282,refugees,Sat May 15 15:55:21 +0000 2021,"RT @GauravPandhi: Any other country in the world where:

🔹People died gasping for Oxygen?
🔹Dead bodies floating in rivers?
🔹FIRs against th…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'chamar_milan', 'followers_count': '11', 'name': 'milan chamar', 'location': None}",0
14,2021-05-15T15:56:58.833+0000,1393596255310270468,request,Sat May 15 15:56:53 +0000 2021,"#UPSCExtraAttempt2021 
We need extra attempt","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'GururajSajjan13', 'followers_count': '13', 'name': 'Gururaj Sajjan', 'location': None}",0
15,2021-05-15T15:58:00.790+0000,1393596515155808258,request,Sat May 15 15:57:55 +0000 2021,RT @TheGufranKhan: Need ventilator ICU in Bangalore. The person is specifically abled. Please help @srinivasiyc @srivatsayb @nalapad @Raksh…,"{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'MoviePremigalu', 'followers_count': '8171', 'name': 'ಕನ್ನಡ MOVIE LOVERS#KML', 'location': 'Bengaluru, Karnataka'}",0
16,2021-05-15T16:00:06.605+0000,1393597042799177741,other_infrastructure,Sat May 15 16:00:01 +0000 2021,"RT @MansiKu77573413: #TheGreatProphecies_Revealed
Prophecy about Saint Rampal ji
 According to astrologer 'Kiro', in the second half of the…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'KiranDa14779802', 'followers_count': '61', 'name': 'Kiran Dasi', 'location': None}",0
17,2021-05-15T15:56:08.184+0000,1393596043007172613,refugees,Sat May 15 15:56:03 +0000 2021,"""The dead bodies shown floating in Ganga is actually the footage of Nigeria not India."" 

~ Life Changing Quotes
    by Kangna Runout","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'SaaniGaamuk', 'followers_count': '2415', 'name': 'Muzamil Farooq', 'location': 'Kashmir'}",0
18,2021-05-15T16:00:51.834+0000,1393597232566337538,refugees,Sat May 15 16:00:46 +0000 2021,"RT @Bhavyanmurthy: He is justifying issue of floating dead bodies by comparing with previous instances.

Somebody tell this unsympathetic p…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'Beedamkartheek2', 'followers_count': '52', 'name': 'Kartheek Bujii', 'location': 'Bengaluru South, India'}",0
19,2021-05-15T15:58:07.050+0000,1393596541491941377,storm,Sat May 15 15:58:01 +0000 2021,More fire 🔥 #FixTheCountryGhana,"{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'paakwas73555724', 'followers_count': '111', 'name': 'Papa Kay', 'location': 'Ghana'}",0
20,2021-05-15T15:59:38.741+0000,1393596926105251843,refugees,Sat May 15 15:59:33 +0000 2021,"RT @GauravPandhi: Any other country in the world where:

🔹People died gasping for Oxygen?
🔹Dead bodies floating in rivers?
🔹FIRs against th…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'TANVIR74QAMAR', 'followers_count': '270', 'name': 'TANVIR QAMAR', 'location': None}",0
21,2021-05-15T16:01:45.492+0000,1393597457544597505,floods,Sat May 15 16:01:40 +0000 2021,"Forces prepare for Cyclone Tauktae, all flights to Lakshadweep suspended
#cyclone #India #IAF #Lakshadweep… https://t.co/Xc6chIremR","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'UiTV_Connect', 'followers_count': '1115', 'name': 'UiTV Connect', 'location': 'London, England'}",0
22,2021-05-15T15:57:31.286+0000,1393596391457492993,other_infrastructure,Sat May 15 15:57:26 +0000 2021,Huge waves like tsunami hit city in India and flooded it - May 2021 https://t.co/zfagYLxEuM via @YouTube,"{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'JamesBarend', 'followers_count': '1', 'name': 'JamesBarend', 'location': 'Pretoria, South Africa'}",0
23,2021-05-15T16:01:10.039+0000,1393597308672090114,other_weather,Sat May 15 16:01:04 +0000 2021,@Independent d Hindutva Hordes in Kashmir are mutilating us Kashmiris' sovereignty and forcibly denying our HRs in… https://t.co/J4grd5VAKl,"{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'leyaquette', 'followers_count': '35', 'name': 'leyaquette dhar', 'location': 'Manchester, England, UK'}",0
24,2021-05-15T15:59:25.346+0000,1393596869926739969,refugees,Sat May 15 15:59:20 +0000 2021,"RT @GauravPandhi: Any other country in the world where:

🔹People died gasping for Oxygen?
🔹Dead bodies floating in rivers?
🔹FIRs against th…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'Chetram99489272', 'followers_count': '29', 'name': 'Chetram BAIRWA', 'location': None}",0
25,2021-05-15T16:04:48.035+0000,1393598223353192449,refugees,Sat May 15 16:04:42 +0000 2021,"RT @GauravPandhi: Any other country in the world where:

🔹People died gasping for Oxygen?
🔹Dead bodies floating in rivers?
🔹FIRs against th…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'Sau54893836', 'followers_count': '9', 'name': 'Sau', 'location': None}",0
26,2021-05-15T16:05:23.777+0000,1393598372406304768,floods,Sat May 15 16:05:18 +0000 2021,🌀very severe cyclonic storm #Tauktae is rapid growing by pressure and winds on the base. and it not been moving muc… https://t.co/Oz750DsoSV,"{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'weatheradult1', 'followers_count': '341', 'name': 'Main Base Official Page.', 'location': 'Main Base, Greenland '}",0
27,2021-05-15T15:58:02.744+0000,1393596523494080514,refugees,Sat May 15 15:57:57 +0000 2021,"RT @GauravPandhi: Any other country in the world where:

🔹People died gasping for Oxygen?
🔹Dead bodies floating in rivers?
🔹FIRs against th…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'SHAILENDRANIR14', 'followers_count': '6', 'name': 'SHAILENDRA NIRAPURE', 'location': None}",0
28,2021-05-15T16:01:15.419+0000,1393597331354750980,refugees,Sat May 15 16:01:10 +0000 2021,"RT @GauravPandhi: Any other country in the world where:

🔹People died gasping for Oxygen?
🔹Dead bodies floating in rivers?
🔹FIRs against th…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'PRADEEPBHAIPAT1', 'followers_count': '1424', 'name': 'PRADEEP BHAI PATEL', 'location': 'Madhya Pradesh, India'}",0
29,2021-05-15T16:03:24.349+0000,1393597872348749825,refugees,Sat May 15 16:03:19 +0000 2021,"RT @GauravPandhi: Any other country in the world where:

🔹People died gasping for Oxygen?
🔹Dead bodies floating in rivers?
🔹FIRs against th…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'Muslimah_MINA', 'followers_count': '135', 'name': 'MINA', 'location': None}",0
30,2021-05-15T16:04:52.872+0000,1393598243653570563,refugees,Sat May 15 16:04:47 +0000 2021,"RT @GauravPandhi: Any other country in the world where:

🔹People died gasping for Oxygen?
🔹Dead bodies floating in rivers?
🔹FIRs against th…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'shashan82293336', 'followers_count': '32', 'name': 'shashank Yadav', 'location': None}",0
31,2021-05-15T16:06:17.381+0000,1393598598026199041,refugees,Sat May 15 16:06:12 +0000 2021,"RT @GauravPandhi: Any other country in the world where:

🔹People died gasping for Oxygen?
🔹Dead bodies floating in rivers?
🔹FIRs against th…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': '3vivek23', 'followers_count': '35', 'name': 'vivek yadav', 'location': 'pratapgarh'}",0
32,2021-05-15T15:58:18.196+0000,1393596588216356866,request,Sat May 15 15:58:13 +0000 2021,"RT @mememasters_off: Very Urgent:

Our Friend Arya Mani  Father is now serious condition 

They need ICU ward immediatly 
Some please help…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'Im_Nirmal07', 'followers_count': '2390', 'name': 'ทirмαℓツ🎭', 'location': '😍😘'}",0
33,2021-05-15T16:01:25.601+0000,1393597374275018755,refugees,Sat May 15 16:01:20 +0000 2021,"RT @GauravPandhi: Any other country in the world where:

🔹People died gasping for Oxygen?
🔹Dead bodies floating in rivers?
🔹FIRs against th…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'DrVijaiShanker2', 'followers_count': '1718', 'name': 'Dr. Vijai Shanker Tiwari #कोविडसेवक', 'location': 'Ambedkarnagar, UP, INDIA'}",0
34,2021-05-15T16:06:28.442+0000,1393598644545146881,request,Sat May 15 16:06:23 +0000 2021,"RT @mememasters_off: Very Urgent:

Our Friend Arya Mani  Father is now serious condition 

They need ICU ward immediatly 
Some please help…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'Ram5Ramesh', 'followers_count': '2561', 'name': 'UlTiMaTe⭐️ThAlA aJiTh', 'location': None}",0
35,2021-05-15T16:07:17.577+0000,1393598850485522433,refugees,Sat May 15 16:07:12 +0000 2021,"RT @GauravPandhi: Any other country in the world where:

🔹People died gasping for Oxygen?
🔹Dead bodies floating in rivers?
🔹FIRs against th…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'AsfakkhanSkf', 'followers_count': '544', 'name': 'I AM ASFAK KHAN', 'location': 'Malda, English Bazar'}",0
36,2021-05-15T16:09:20.671+0000,1393599366565298183,refugees,Sat May 15 16:09:15 +0000 2021,"RT @GauravPandhi: Any other country in the world where:

🔹People died gasping for Oxygen?
🔹Dead bodies floating in rivers?
🔹FIRs against th…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'Smrutiiyer3', 'followers_count': '20', 'name': 'Smruti iyer', 'location': None}",0
37,2021-05-15T15:59:47.105+0000,1393596961140330497,refugees,Sat May 15 15:59:41 +0000 2021,"RT @GauravPandhi: Any other country in the world where:

🔹People died gasping for Oxygen?
🔹Dead bodies floating in rivers?
🔹FIRs against th…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'gorishankarIND', 'followers_count': '4904', 'name': 'Gorishankar Mahawar', 'location': 'Sawai Madhopur, India'}",0
38,2021-05-15T16:02:15.453+0000,1393597583264677895,request,Sat May 15 16:02:10 +0000 2021,"#SOS #Chennai
Need O2 bed
@mkstalin @INCTamilNadu","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'SuparnaSharma', 'followers_count': '3906', 'name': 'Suparna Sharma', 'location': 'New Delhi, India'}",0
39,2021-05-15T16:06:33.505+0000,1393598665659355144,refugees,Sat May 15 16:06:28 +0000 2021,"RT @GauravPandhi: Any other country in the world where:

🔹People died gasping for Oxygen?
🔹Dead bodies floating in rivers?
🔹FIRs against th…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'bijulazer', 'followers_count': '189', 'name': 'BIJU LAZER', 'location': 'Mumbai, India'}",0
40,2021-05-15T16:07:21.836+0000,1393598868466540549,refugees,Sat May 15 16:07:16 +0000 2021,"RT @GauravPandhi: Any other country in the world where:

🔹People died gasping for Oxygen?
🔹Dead bodies floating in rivers?
🔹FIRs against th…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'HappySi48618478', 'followers_count': '143', 'name': 'Happy Singh', 'location': 'Jaipur, India'}",0
41,2021-05-15T16:09:35.088+0000,1393599427361722373,refugees,Sat May 15 16:09:29 +0000 2021,"RT @Verma01Abhishek: Any other country in the world where:

🔹People died gasping for Oxygen?
🔹Dead bodies floating in rivers?
🔹FIRs against…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'PointBlanc999', 'followers_count': '2244', 'name': 'Pointblanc', 'location': None}",0
42,2021-05-15T16:00:55.145+0000,1393597246449455104,other_weather,Sat May 15 16:00:49 +0000 2021,@TheOneASB  Today is a special day for us because now we can say proudly that we have an mma champion of our own .… https://t.co/e16aPocXY2,"{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'Amarjot52793439', 'followers_count': '0', 'name': 'Amarjot Singh', 'location': None}",0
43,2021-05-15T16:04:03.252+0000,1393598035431608322,buildings,Sat May 15 16:03:58 +0000 2021,@themangambhir @news24tvchannel @narendramodi @INCIndia is in power in Punjab. And @RahulGandhi gives lectures to I… https://t.co/J6AwZvpW4l,"{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'kernelXNU', 'followers_count': '48', 'name': '@kernelXNU', 'location': 'Bharat'}",0
44,2021-05-15T16:09:46.258+0000,1393599474224689156,refugees,Sat May 15 16:09:41 +0000 2021,"RT @GauravPandhi: Any other country in the world where:

🔹People died gasping for Oxygen?
🔹Dead bodies floating in rivers?
🔹FIRs against th…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'outspokenINC', 'followers_count': '298', 'name': 'Remove “Ji” from Modi', 'location': 'New Delhi, India'}",0
45,2021-05-15T16:08:31.135+0000,1393599159144304645,refugees,Sat May 15 16:08:26 +0000 2021,"RT @GauravPandhi: Any other country in the world where:

🔹People died gasping for Oxygen?
🔹Dead bodies floating in rivers?
🔹FIRs against th…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'thakkernirav', 'followers_count': '1350', 'name': 'Nirav Thakker', 'location': 'Mumbai, India'}",0
46,2021-05-15T16:11:29.245+0000,1393599906204450816,refugees,Sat May 15 16:11:24 +0000 2021,"RT @GauravPandhi: Any other country in the world where:

🔹People died gasping for Oxygen?
🔹Dead bodies floating in rivers?
🔹FIRs against th…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'rexiloveIndia', 'followers_count': '45', 'name': 'rex duidang', 'location': None}",0
47,2021-05-15T16:01:01.641+0000,1393597273557377028,refugees,Sat May 15 16:00:56 +0000 2021,"RT @GauravPandhi: Any other country in the world where:

🔹People died gasping for Oxygen?
🔹Dead bodies floating in rivers?
🔹FIRs against th…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'Ansaar_Al1', 'followers_count': '977', 'name': 'Ansaar ✋', 'location': 'Dubai'}",0
48,2021-05-15T16:04:51.566+0000,1393598238112944131,request,Sat May 15 16:04:46 +0000 2021,"RT @mememasters_off: Very Urgent:

Our Friend Arya Mani  Father is now serious condition 

They need ICU ward immediatly 
Some please help…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'RAJAYUVI8', 'followers_count': '1685', 'name': '...𝘙𝘢𝘫𝘢 𝘊𝘉𝘙...', 'location': None}",0
49,2021-05-15T16:10:03.281+0000,1393599544756105221,floods,Sat May 15 16:09:57 +0000 2021,"Tropical Cyclone #Tauktae is swirling off the coast of India
https://t.co/eZQ6JIBiep https://t.co/XYMm5M45Az","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'BuzzFeedStorm', 'followers_count': '143209', 'name': 'BuzzFeed Storm', 'location': 'Earth'}",0
50,2021-05-15T16:08:52.545+0000,1393599248923430913,refugees,Sat May 15 16:08:47 +0000 2021,"RT @GauravPandhi: Any other country in the world where:

🔹People died gasping for Oxygen?
🔹Dead bodies floating in rivers?
🔹FIRs against th…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'Ishan_230', 'followers_count': '362', 'name': 'Ishan Manchanda', 'location': 'Chandigarh, India'}",0
51,2021-05-15T16:12:23.443+0000,1393600133476978688,request,Sat May 15 16:12:18 +0000 2021,RT @TheGufranKhan: Need ventilator ICU in Bangalore. The person is specifically abled. Please help @srinivasiyc @srivatsayb @nalapad @Raksh…,"{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'afzalaffu26', 'followers_count': '391', 'name': 'Afzal ✋', 'location': 'Nizamabad, India'}",0
52,2021-05-15T16:01:05.157+0000,1393597288493191169,refugees,Sat May 15 16:01:00 +0000 2021,"RT @GauravPandhi: Any other country in the world where:

🔹People died gasping for Oxygen?
🔹Dead bodies floating in rivers?
🔹FIRs against th…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'singhavaneesh', 'followers_count': '1212', 'name': 'Adv Avaneesh Singh', 'location': 'Mumbai'}",0
53,2021-05-15T16:04:53.158+0000,1393598244878360580,refugees,Sat May 15 16:04:48 +0000 2021,"RT @GauravPandhi: Any other country in the world where:

🔹People died gasping for Oxygen?
🔹Dead bodies floating in rivers?
🔹FIRs against th…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'Sarbjee94313869', 'followers_count': '29', 'name': 'Sarbjeet Kaur', 'location': None}",0
54,2021-05-15T16:10:46.891+0000,1393599728412155906,refugees,Sat May 15 16:10:41 +0000 2021,"RT @GauravPandhi: Any other country in the world where:

🔹People died gasping for Oxygen?
🔹Dead bodies floating in rivers?
🔹FIRs against th…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'pauladdison16', 'followers_count': '27', 'name': 'paul addison', 'location': None}",0
55,2021-05-15T16:09:11.335+0000,1393599327616913409,refugees,Sat May 15 16:09:06 +0000 2021,"RT @GauravPandhi: Any other country in the world where:

🔹People died gasping for Oxygen?
🔹Dead bodies floating in rivers?
🔹FIRs against th…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'fekubawa', 'followers_count': '2460', 'name': 'जूमला किंग', 'location': 'KINGDOM OF LIAR PM'}",0
56,2021-05-15T16:13:58.796+0000,1393600533215145984,refugees,Sat May 15 16:13:53 +0000 2021,"RT @GauravPandhi: Any other country in the world where:

🔹People died gasping for Oxygen?
🔹Dead bodies floating in rivers?
🔹FIRs against th…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'DJSoniSpeaks', 'followers_count': '157', 'name': 'Dharmeshjsoni', 'location': 'Maharashtra, India'}",0
57,2021-05-15T16:01:57.737+0000,1393597509100994565,request,Sat May 15 16:01:52 +0000 2021,RT @TheGufranKhan: Need ventilator ICU in Bangalore. The person is specifically abled. Please help @srinivasiyc @srivatsayb @nalapad @Raksh…,"{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'yentha_sava', 'followers_count': '105', 'name': 'Rakshith Shetty', 'location': None}",0
58,2021-05-15T16:05:35.695+0000,1393598422645497857,request,Sat May 15 16:05:30 +0000 2021,@SonuSood bhai need remdesivir injection urgently for my mom at Visakhapatnam @SoodFoundation please help,"{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'preetamaasish', 'followers_count': '15', 'name': 'wandering soul', 'location': 'Mumbai, India'}",0
59,2021-05-15T16:11:02.033+0000,1393599792060661768,refugees,Sat May 15 16:10:56 +0000 2021,"RT @GauravPandhi: Any other country in the world where:

🔹People died gasping for Oxygen?
🔹Dead bodies floating in rivers?
🔹FIRs against th…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'rvetri', 'followers_count': '245', 'name': 'Andolan Jeevi Tamilan', 'location': 'India'}",0
60,2021-05-15T16:11:38.506+0000,1393599944326475776,refugees,Sat May 15 16:11:33 +0000 2021,"RT @GauravPandhi: Any other country in the world where:

🔹People died gasping for Oxygen?
🔹Dead bodies floating in rivers?
🔹FIRs against th…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'RishavR89561899', 'followers_count': '35', 'name': 'Rishav Raj', 'location': 'Patna, India'}",0
61,2021-05-15T16:16:05.809+0000,1393601066076295175,refugees,Sat May 15 16:16:00 +0000 2021,"RT @GauravPandhi: Any other country in the world where:

🔹People died gasping for Oxygen?
🔹Dead bodies floating in rivers?
🔹FIRs against th…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'Sukhwin54365478', 'followers_count': '6', 'name': 'Sukhwinder', 'location': None}",0
62,2021-05-15T16:04:55.333+0000,1393598253946474497,floods,Sat May 15 16:04:50 +0000 2021,"RT @IndiaToday: Cyclone Tauktae, currently centered over Lakshadweep, intensified into a cyclonic storm on Saturday morning.

#CycloneTaukt…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'medicobazar', 'followers_count': '65', 'name': 'Daily Express News', 'location': 'India'}",0
63,2021-05-15T16:06:49.750+0000,1393598733867044864,refugees,Sat May 15 16:06:44 +0000 2021,"RT @GauravPandhi: Any other country in the world where:

🔹People died gasping for Oxygen?
🔹Dead bodies floating in rivers?
🔹FIRs against th…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'varoraa3', 'followers_count': '1826', 'name': 'Vinay', 'location': 'India'}",0
64,2021-05-15T16:11:59.775+0000,1393600034134917136,floods,Sat May 15 16:11:54 +0000 2021,"RT @BuzzFeedStorm: Tropical Cyclone #Tauktae is swirling off the coast of India
https://t.co/eZQ6JIBiep https://t.co/XYMm5M45Az","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'ByronKOAT', 'followers_count': '3563', 'name': 'Byron Morton KOAT', 'location': 'Albuquerque, NM'}",0
65,2021-05-15T16:11:59.704+0000,1393600033912594441,refugees,Sat May 15 16:11:54 +0000 2021,"RT @GauravPandhi: Any other country in the world where:

🔹People died gasping for Oxygen?
🔹Dead bodies floating in rivers?
🔹FIRs against th…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'ArshadChishti_', 'followers_count': '9005', 'name': 'Arshad Chishti 【INC】', 'location': 'Tonk Rajsthan'}",0
66,2021-05-15T16:17:00.906+0000,1393601297291517962,refugees,Sat May 15 16:16:55 +0000 2021,"RT @GauravPandhi: Any other country in the world where:

🔹People died gasping for Oxygen?
🔹Dead bodies floating in rivers?
🔹FIRs against th…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'PiyushY43511003', 'followers_count': '10', 'name': 'Piyush Yadav', 'location': None}",0
67,2021-05-15T16:06:10.906+0000,1393598570943582214,refugees,Sat May 15 16:06:05 +0000 2021,"RT @GauravPandhi: Any other country in the world where:

🔹People died gasping for Oxygen?
🔹Dead bodies floating in rivers?
🔹FIRs against th…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'mbhanifyousef', 'followers_count': '467', 'name': 'mbw', 'location': 'mumbai'}",0
68,2021-05-15T16:08:57.553+0000,1393599269442002951,refugees,Sat May 15 16:08:52 +0000 2021,"Any other country in the world where:

🔹People died gasping for Oxygen?
🔹Dead bodies floating in rivers?
🔹FIRs agai… https://t.co/JeY0SzpGWi","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'Verma01Abhishek', 'followers_count': '89', 'name': 'ABHISHEK kumar verma', 'location': 'Durgapur, India'}",0
69,2021-05-15T16:12:48.820+0000,1393600239869710336,refugees,Sat May 15 16:12:43 +0000 2021,"RT @GauravPandhi: Any other country in the world where:

🔹People died gasping for Oxygen?
🔹Dead bodies floating in rivers?
🔹FIRs against th…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'sumit_S08', 'followers_count': '1265', 'name': 'sumit sourabh', 'location': 'Jharkhand'}",0
70,2021-05-15T16:12:06.702+0000,1393600063205609480,refugees,Sat May 15 16:12:01 +0000 2021,"RT @GauravPandhi: Any other country in the world where:

🔹People died gasping for Oxygen?
🔹Dead bodies floating in rivers?
🔹FIRs against th…","{'country': 'Missing', 'name': 'Missing'}","{'screen_name': 'Keshav_pandey__', 'followers_count': '45', 'name': 'Keshav', 'location': 'Kolkata, India'}",0
